,lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
27591,34.0043,-118.2468,11,1,1,4,0.0
27592,33.9423,-118.3358,9,1,1,12,1.0
27593,34.0443,-118.2698,3,1,1,0,0.0
27594,33.9013,-118.1578,0,1,1,18,0.0
27595,34.0443,-118.2698,10,2,1,0,1.0
27596,34.0363,-118.1468,9,2,1,12,0.0
27600,34.0443,-118.2698,10,3,1,0,1.0
27601,34.0443,-118.2698,9,3,1,0,0.0
27602,34.0443,-118.2698,7,3,1,0,0.0
27605,34.0443,-118.2698,5,3,1,0,1.0
27606,33.9833,-118.4158,4,3,1,15,1.0
27609,33.9553,-118.2598,0,3,1,8,1.0
27611,34.0293,-118.1058,8,4,1,16,0.0
27613,34.0443,-118.2698,3,4,1,0,1.0
27615,34.0313,-118.4418,8,1,1,17,0.0
27616,34.0223,-118.3028,7,1,1,3,0.0
27618,33.9803,-118.4558,4,1,1,19,1.0
27621,33.8943,-118.4208,5,2,1,21,0.0
27624,33.9263,-118.3548,2,2,1,14,0.0
27627,34.0293,-118.1778,1,3,1,9,1.0
27629,34.0443,-118.2698,5,4,1,0,1.0
27630,34.0443,-118.2698,5,4,1,0,1.0
27631,34.0343,-118.1238,3,4,1,14,1.0
27634,34.0443,-118.2698,11,1,1,0,1.0
27635,34.0443,-118.2698,8,1,1,0,1.0
27636,33.9553,-118.2308,7,1,1,9,0.0
27638,33.9963,-118.4258,10,2,1,16,0.0
27639,33.8453,-118.2078,0,2,1,20,0.0
27640,33.9623,-118.3898,9,3,1,14,0.0
27641,34.0443,-118.2698,9,3,1,0,0.0
27642,34.0653,-118.3818,7,3,1,11,0.0
27643,33.9213,-118.2108,6,3,1,13,0.0
27645,33.9503,-118.2778,9,4,1,9,1.0
27646,33.9783,-118.4418,8,4,1,18,0.0
27647,34.0443,-118.2698,7,4,1,0,1.0
27649,34.0113,-118.1878,2,4,1,8,0.0
27651,34.0293,-118.4308,9,1,1,16,0.0
27654,33.9323,-118.1258,5,1,1,18,1.0
27657,33.9953,-118.4568,11,2,1,19,1.0
27658,33.8553,-118.1678,9,2,1,21,0.0
27659,33.9803,-118.4558,4,2,1,19,0.0
27660,33.9553,-118.3108,3,2,1,9,0.0
27661,34.0443,-118.2698,3,2,1,0,1.0
27663,33.9273,-118.3498,10,3,1,14,1.0
27664,34.0443,-118.2698,10,3,1,0,0.0
27666,34.0443,-118.2698,9,3,1,0,1.0
27667,33.9813,-118.0938,8,3,1,18,0.0
27668,33.9583,-118.1758,2,3,1,12,1.0
27669,33.9673,-118.1188,1,3,1,16,0.0
27670,33.9303,-118.1848,0,3,1,14,0.0
27671,33.8483,-118.1578,10,4,1,22,0.0
27673,34.0243,-118.3798,7,4,1,11,0.0
27678,34.0443,-118.2698,4,1,1,0,1.0
27681,34.0443,-118.2698,3,2,1,0,1.0
27682,33.9903,-118.4178,3,2,1,15,1.0
27684,34.0443,-118.2698,0,2,1,0,1.0
27685,33.9373,-118.1038,0,2,1,19,0.0
27686,33.8573,-118.1898,7,3,1,20,1.0
27688,33.9583,-118.2848,5,3,1,8,1.0
27689,33.9373,-118.4188,1,3,1,18,1.0
27692,34.0443,-118.2698,7,4,1,0,1.0
27693,33.9303,-118.4178,6,4,1,18,0.0
27694,34.0443,-118.2698,5,4,1,0,1.0
27695,33.9573,-118.4538,4,4,1,20,0.0
27696,33.9213,-118.2518,3,4,1,12,0.0
27697,34.0443,-118.2698,2,4,1,0,1.0
27701,34.0443,-118.2698,3,5,1,0,1.0
27702,34.0163,-118.2138,2,5,1,6,1.0
27703,34.0443,-118.2698,0,5,1,0,0.0
27704,34.0443,-118.2698,0,5,1,0,0.0
27706,34.0443,-118.2698,10,1,1,0,0.0
27707,33.8843,-118.4228,2,1,1,22,0.0
27709,34.0063,-118.4008,8,3,1,13,0.0
27710,34.0443,-118.1118,7,3,1,15,1.0
27711,33.9763,-118.1728,6,3,1,11,0.0
27712,34.0293,-118.0808,5,3,1,18,1.0
27714,33.9733,-118.0888,8,4,1,19,1.0
27715,34.0443,-118.2698,7,4,1,0,1.0
27720,34.0443,-118.2698,9,1,1,0,1.0
27722,33.9983,-118.4378,3,1,1,17,0.0
27723,33.9633,-118.4468,2,1,1,19,0.0
27724,33.9813,-118.2338,9,2,1,7,0.0
27725,34.0443,-118.1208,6,2,1,14,0.0
27726,34.0373,-118.4378,4,2,1,16,1.0
27727,34.0393,-118.3718,3,2,1,10,0.0
27728,33.9043,-118.1568,2,2,1,17,0.0
27729,34.0293,-118.0678,2,2,1,20,0.0
27730,34.0443,-118.2698,0,2,1,0,0.0
27734,34.0523,-118.0878,6,3,1,18,0.0
27735,33.8503,-118.3308,2,3,1,20,0.0
27736,34.0443,-118.2698,2,3,1,0,1.0
27737,33.9963,-118.3008,10,4,1,5,1.0
27739,34.0363,-118.1568,4,4,1,11,1.0
27741,34.0443,-118.2698,1,4,1,0,1.0
27743,33.9583,-118.1348,8,1,1,16,1.0
27744,33.9813,-118.0908,7,1,1,18,0.0
27746,34.0443,-118.2698,4,1,1,0,0.0
27747,33.9623,-118.4718,4,1,1,21,0.0
27748,34.0443,-118.2698,1,1,1,0,1.0
27749,34.0313,-118.4738,0,1,1,20,0.0
27751,34.0443,-118.2698,5,2,1,0,0.0
27752,33.9963,-118.4388,5,2,1,17,0.0
27753,33.9953,-118.0988,1,2,1,17,1.0
27755,34.0443,-118.2698,9,3,1,0,1.0
27756,34.0443,-118.2698,8,3,1,0,0.0
27757,34.0443,-118.2698,5,3,1,0,1.0
27759,34.0063,-118.1348,0,3,1,14,0.0
27760,34.0443,-118.2698,0,3,1,0,0.0
27761,34.0443,-118.2698,10,4,1,0,1.0
27762,33.9263,-118.4308,4,4,1,19,0.0
27764,34.0223,-118.4588,11,1,1,19,1.0
27765,33.9993,-118.2358,2,1,1,5,1.0
27767,33.8763,-118.3668,10,2,1,19,0.0
27768,33.8963,-118.1448,9,2,1,19,0.0
27769,33.9633,-118.3288,7,2,1,10,0.0
27771,34.0443,-118.2698,6,3,1,0,1.0
27772,33.9903,-118.2338,5,3,1,6,0.0
27773,34.0443,-118.2698,1,3,1,0,1.0
27774,33.8703,-118.1518,11,4,1,21,0.0
27777,33.8993,-118.1488,7,4,1,18,0.0
27778,33.9863,-118.2108,6,4,1,8,0.0
27779,34.0443,-118.2698,6,4,1,0,1.0
27780,34.0443,-118.2698,4,4,1,0,1.0
27781,34.0443,-118.2698,0,4,1,0,0.0
27785,33.9193,-118.1438,11,1,1,17,0.0
27786,34.0373,-118.4228,8,1,1,15,1.0
27787,34.0063,-118.3318,7,1,1,7,1.0
27789,33.9193,-118.1258,3,1,1,19,0.0
27790,33.9193,-118.1448,11,2,1,17,1.0
27791,33.9653,-118.1108,9,2,1,17,0.0
27792,33.8843,-118.1418,11,3,1,20,1.0
27793,33.9293,-118.4058,7,3,1,17,1.0
27795,34.0443,-118.2698,5,3,1,0,1.0
27796,33.8833,-118.1348,4,3,1,21,0.0
27797,33.9343,-118.4588,3,3,1,21,1.0
27798,33.8943,-118.1208,2,3,1,21,1.0
27799,33.9013,-118.1268,2,3,1,20,0.0
27800,33.8653,-118.1548,0,3,1,21,0.0
27801,33.9993,-118.3178,0,3,1,6,0.0
27802,34.0443,-118.2698,0,3,1,0,1.0
27803,33.8983,-118.1628,8,4,1,18,1.0
27805,34.0443,-118.2698,4,4,1,0,0.0
27806,34.0443,-118.2698,3,4,1,0,1.0
27807,33.8383,-118.1978,2,4,1,21,0.0
27808,33.9033,-118.3978,1,4,1,19,0.0
27809,34.0443,-118.2698,11,1,1,0,1.0
27812,34.0093,-118.2058,1,1,1,7,0.0
27815,33.9983,-118.2718,6,2,1,4,1.0
27816,33.9963,-118.2408,5,2,1,5,0.0
27818,34.0443,-118.2698,9,3,1,0,1.0
27819,34.0323,-118.1268,10,4,1,14,1.0
27820,33.9723,-118.1778,9,4,1,11,0.0
27821,34.0443,-118.2698,7,4,1,0,1.0
27823,33.8423,-118.1988,5,4,1,21,0.0
27824,34.0063,-118.0608,4,4,1,21,0.0
27825,33.8763,-118.1628,1,4,1,19,0.0
27826,33.9863,-118.3488,0,4,1,9,0.0
27827,34.0443,-118.2698,11,1,1,0,1.0
27828,34.0443,-118.2698,10,1,1,0,1.0
27829,34.0343,-118.4288,8,1,1,15,1.0
27830,33.9733,-118.2468,4,1,1,7,1.0
27831,33.8653,-118.1758,0,2,1,20,0.0
27832,33.8863,-118.1908,0,2,1,17,0.0
27833,33.9783,-118.2988,9,3,1,7,0.0
27834,33.9733,-118.2758,5,3,1,7,1.0
27835,34.0093,-118.2808,0,3,1,3,1.0
27836,33.9303,-118.1928,5,4,1,13,0.0
27838,34.0443,-118.2698,0,4,1,0,1.0
27839,34.0443,-118.2698,0,5,1,0,1.0
27840,33.9013,-118.1698,0,5,1,17,1.0
27841,33.8843,-118.3618,9,1,1,18,0.0
27843,33.9013,-118.3598,0,1,1,16,1.0
27844,33.9623,-118.2588,0,1,1,8,1.0
27845,34.0423,-118.1168,11,2,1,15,1.0
27846,34.0443,-118.2698,9,2,1,0,1.0
27847,33.9583,-118.2518,4,2,1,8,0.0
27849,34.0443,-118.2698,7,3,1,0,1.0
27853,34.0443,-118.2698,10,4,1,0,1.0
27858,33.8523,-118.2408,11,1,1,19,0.0
27859,33.9903,-118.2778,11,1,1,5,1.0
27860,34.0323,-118.1678,3,1,1,10,1.0
27862,34.0443,-118.2698,9,2,1,0,1.0
27863,34.0063,-118.3178,8,2,1,6,0.0
27864,33.9173,-118.1208,4,2,1,19,1.0
27865,33.9173,-118.3548,3,2,1,15,0.0
27866,34.0443,-118.2698,2,2,1,0,0.0
27867,33.8843,-118.1528,1,2,1,19,1.0
27868,34.0443,-118.2698,11,3,1,0,1.0
27869,33.8993,-118.4188,10,3,1,20,0.0
27870,33.9223,-118.4078,9,3,1,18,1.0
27871,33.9603,-118.4438,8,3,1,19,1.0
27875,33.9443,-118.0908,2,3,1,20,0.0
27876,34.0443,-118.2698,1,3,1,0,1.0
27877,34.0443,-118.0648,9,4,1,20,0.0
27878,34.0443,-118.2698,6,4,1,0,1.0
27879,34.0443,-118.2698,5,4,1,0,0.0
27881,34.0443,-118.2698,6,4,1,0,0.0
27885,33.9123,-118.1618,0,4,1,17,0.0
27887,33.8883,-118.2078,3,5,1,16,1.0
27888,33.9293,-118.1628,2,5,1,15,0.0
27889,34.0443,-118.2698,1,5,1,0,1.0
27893,33.9983,-118.1068,10,1,1,16,1.0
27895,33.9603,-118.2488,3,1,1,8,1.0
27896,33.8993,-118.1298,2,1,1,20,0.0
27897,34.0113,-118.3408,10,2,1,7,1.0
27901,33.9853,-118.1038,5,2,1,17,0.0
27903,33.8843,-118.1298,2,2,1,21,1.0
27904,33.9573,-118.0858,0,2,1,20,0.0
27908,33.9393,-118.2958,9,4,1,10,0.0
27909,33.9993,-118.4408,11,1,1,17,0.0
27910,33.9403,-118.4338,10,1,1,19,0.0
27911,34.0443,-118.2698,9,1,1,0,1.0
27912,33.9443,-118.2668,7,1,1,10,1.0
27913,33.9303,-118.1318,7,1,1,17,1.0
27914,34.0493,-118.0988,6,1,1,17,1.0
27915,33.9583,-118.2368,3,1,1,9,1.0
27916,33.8833,-118.1528,2,1,1,19,0.0
27918,33.9733,-118.1368,8,2,1,15,0.0
27919,34.0443,-118.2698,7,2,1,0,1.0
27921,33.9523,-118.2138,4,2,1,10,1.0
27922,33.9013,-118.1088,2,2,1,21,1.0
27927,33.9293,-118.1108,8,3,1,19,0.0
27929,33.8993,-118.3798,2,3,1,18,1.0
27930,33.9123,-118.3898,1,3,1,17,0.0
27932,33.8933,-118.3978,11,4,1,19,0.0
27933,33.9063,-118.1528,10,4,1,18,0.0
27934,34.0443,-118.2698,9,4,1,0,0.0
27935,33.9143,-118.2948,7,4,1,13,0.0
27937,33.9603,-118.2488,3,4,1,8,0.0
27938,33.9753,-118.4238,1,4,1,16,0.0
27939,34.0143,-118.1948,1,4,1,8,1.0
27940,34.0213,-118.4438,1,4,1,17,0.0
27945,34.0443,-118.2698,7,1,1,0,1.0
27946,33.9063,-118.1218,2,1,1,20,1.0
27947,34.0443,-118.2698,1,1,1,0,1.0
27950,33.8983,-118.4258,11,3,1,21,0.0
27952,34.0443,-118.2698,9,3,1,0,1.0
27953,33.9423,-118.2698,7,3,1,10,0.0
27954,34.0443,-118.2698,3,3,1,0,0.0
27955,33.9213,-118.3058,9,1,1,12,1.0
27957,34.0393,-118.4148,5,1,1,14,0.0
27958,34.0443,-118.2698,3,1,1,0,1.0
27961,34.0443,-118.2698,8,2,1,0,1.0
27962,34.0443,-118.2698,6,2,1,0,1.0
27963,34.0443,-118.2698,5,2,1,0,1.0
27964,33.9453,-118.2078,3,2,1,11,1.0
27966,34.0443,-118.2698,5,3,1,0,0.0
27968,34.0443,-118.2698,2,3,1,0,1.0
27969,34.0093,-118.2158,0,3,1,6,0.0
27970,33.9913,-118.3518,11,4,1,9,0.0
27971,33.8403,-118.2618,10,4,1,20,1.0
27974,33.9633,-118.2268,9,4,1,9,0.0
27975,33.8383,-118.3208,8,4,1,21,0.0
27976,34.0443,-118.2698,7,4,1,0,1.0
27977,33.9143,-118.2808,5,4,1,13,0.0
27978,33.9933,-118.2808,4,4,1,5,0.0
27980,33.9213,-118.3998,0,4,1,17,1.0
27981,34.0443,-118.2698,11,1,1,0,1.0
27984,33.9673,-118.2698,6,1,1,7,0.0
27986,34.0263,-118.2748,4,1,1,1,0.0
27987,33.9623,-118.2598,3,1,1,8,1.0
27988,34.0443,-118.2698,1,1,1,0,0.0
27989,33.9063,-118.1848,0,1,1,16,1.0
27990,33.8553,-118.2518,0,1,1,18,0.0
27992,33.9293,-118.1748,9,2,1,14,1.0
27995,34.0343,-118.4228,0,2,1,15,0.0
27996,34.0443,-118.2698,0,2,1,0,0.0
27997,34.0443,-118.2698,0,2,1,0,1.0
27998,33.8523,-118.1798,9,3,1,21,1.0
27999,33.9673,-118.3828,6,3,1,13,0.0
28002,34.0443,-118.2698,0,3,1,0,1.0
28006,33.9653,-118.2008,11,1,1,10,1.0
28007,33.9143,-118.1258,10,1,1,19,1.0
28009,33.9473,-118.2498,9,1,1,9,0.0
28010,33.9883,-118.2038,7,1,1,8,1.0
28012,33.8913,-118.1398,6,1,1,20,0.0
28013,34.0443,-118.2698,3,1,1,0,0.0
28014,33.9683,-118.2358,10,2,1,8,1.0
28015,33.9113,-118.4108,10,2,1,19,1.0
28016,33.9783,-118.2568,5,2,1,6,1.0
28017,33.9303,-118.4158,5,2,1,18,1.0
28018,33.8943,-118.1318,4,2,1,20,1.0
28019,33.9493,-118.3108,3,2,1,10,0.0
28021,33.9113,-118.1298,1,2,1,19,0.0
28022,33.8633,-118.3418,10,3,1,19,0.0
28023,33.9303,-118.4028,9,3,1,17,0.0
28024,33.9073,-118.1348,7,3,1,19,0.0
28026,33.9573,-118.3058,2,3,1,9,0.0
28028,33.8683,-118.3948,0,3,1,21,1.0
28029,34.0443,-118.2698,11,4,1,0,0.0
28030,33.8603,-118.1748,7,4,1,20,0.0
28031,33.8813,-118.1848,6,4,1,18,0.0
28032,33.8933,-118.2908,6,4,1,15,0.0
28033,33.8833,-118.1848,4,4,1,18,0.0
28037,33.8813,-118.2598,0,4,1,16,1.0
28039,33.8573,-118.3868,11,1,1,22,0.0
28040,34.0443,-118.2698,11,1,1,0,0.0
28046,33.8523,-118.1948,9,2,1,20,0.0
28048,34.0043,-118.1288,4,2,1,14,1.0
28049,34.0043,-118.4228,11,3,1,15,0.0
28050,33.8653,-118.1748,11,3,1,20,0.0
28051,34.0683,-118.0728,7,3,1,19,1.0
28052,33.8713,-118.1828,7,3,1,19,0.0
28053,33.9063,-118.2808,6,3,1,13,1.0
28055,34.0293,-118.1088,11,4,1,16,0.0
28056,34.0633,-118.0778,10,4,1,19,0.0
28057,33.9173,-118.3588,10,4,1,15,0.0
28058,33.9853,-118.2418,9,4,1,6,0.0
28061,33.8613,-118.1808,4,4,1,20,0.0
28063,34.0443,-118.2698,2,4,1,0,1.0
28064,33.9143,-118.2948,1,4,1,13,0.0
28065,34.0443,-118.2698,9,1,1,0,0.0
28066,33.8453,-118.2778,8,1,1,19,0.0
28067,33.9403,-118.3668,8,1,1,14,1.0
28068,33.8683,-118.1908,8,1,1,19,1.0
28069,33.8833,-118.1548,4,1,1,19,1.0
28070,34.0443,-118.2698,3,1,1,0,1.0
28071,34.0443,-118.2698,3,1,1,0,1.0
28072,34.0443,-118.2698,2,1,1,0,1.0
28073,33.8863,-118.3818,0,1,1,19,1.0
28075,33.8983,-118.1598,7,2,1,18,1.0
28078,34.0443,-118.2698,1,2,1,0,0.0
28081,33.9953,-118.3928,8,3,1,13,0.0
28083,33.8373,-118.1848,2,3,1,22,0.0
28084,34.0443,-118.2698,1,3,1,0,1.0
28085,34.0443,-118.2698,6,4,1,0,1.0
28088,34.0043,-118.3878,4,4,1,12,1.0
28091,34.0443,-118.2698,2,4,1,0,1.0
28093,34.0443,-118.2698,5,1,1,0,1.0
28096,33.9813,-118.2718,2,1,1,6,0.0
28100,33.8843,-118.3138,11,3,1,16,1.0
28101,33.8893,-118.0978,11,3,1,23,1.0
28102,34.0493,-118.1008,10,3,1,16,0.0
28103,33.8433,-118.1668,9,3,1,22,1.0
28104,33.8913,-118.4458,8,3,1,23,1.0
28107,34.0443,-118.2698,2,3,1,0,1.0
28111,33.8943,-118.3568,11,1,1,17,0.0
28112,34.0443,-118.2698,7,1,1,0,1.0
28115,33.9833,-118.1718,3,1,1,11,1.0
28117,34.0443,-118.2698,6,2,1,0,1.0
28118,34.0443,-118.2698,5,2,1,0,1.0
28119,33.9493,-118.2518,2,2,1,9,0.0
28120,34.0443,-118.2698,2,2,1,0,0.0
28123,34.0213,-118.1748,10,3,1,9,1.0
28129,33.8683,-118.2728,5,4,1,17,1.0
28131,34.0443,-118.2698,4,4,1,0,1.0
28132,33.8423,-118.1988,3,4,1,21,1.0
28133,33.9063,-118.1038,1,4,1,21,0.0
28134,33.9953,-118.1778,0,4,1,10,1.0
28135,33.9683,-118.3218,10,1,1,9,1.0
28136,34.0443,-118.2698,8,1,1,0,1.0
28137,34.0183,-118.2928,5,1,1,3,1.0
28140,34.0443,-118.2698,0,1,1,0,0.0
28141,34.0443,-118.2698,7,2,1,0,1.0
28142,34.0443,-118.2698,6,2,1,0,1.0
28143,34.0343,-118.3318,6,3,1,6,0.0
28144,34.0443,-118.2698,3,3,1,0,1.0
28146,33.8353,-118.2848,7,4,1,20,0.0
28147,33.9173,-118.2388,6,4,1,13,0.0
28148,33.9453,-118.2948,4,4,1,10,0.0
28149,33.8753,-118.1668,2,4,1,19,0.0
28150,34.0443,-118.2698,1,4,1,0,0.0
28151,34.0443,-118.2698,10,1,1,0,1.0
28153,34.0443,-118.2698,8,1,1,0,0.0
28156,34.0443,-118.2698,1,2,1,0,0.0
28157,34.0473,-118.3518,1,2,1,8,1.0
28158,34.0443,-118.2698,10,3,1,0,1.0
28160,33.8893,-118.3798,8,3,1,19,0.0
28161,34.0223,-118.2958,7,3,1,3,1.0
28162,34.0653,-118.1828,5,3,1,8,1.0
28163,34.0363,-118.3898,4,3,1,12,1.0
28164,33.9853,-118.3128,3,3,1,7,1.0
28167,34.0243,-118.1878,3,4,1,8,0.0
28168,33.9553,-118.4698,1,4,1,21,0.0
28169,33.9883,-118.2288,9,1,1,6,0.0
28170,33.9763,-118.3868,8,1,1,13,0.0
28172,33.9423,-118.4028,8,2,1,16,1.0
28176,34.0443,-118.2698,7,3,1,0,1.0
28177,33.9833,-118.2808,7,3,1,6,1.0
28178,34.0443,-118.2698,6,3,1,0,1.0
28179,33.8433,-118.3418,5,3,1,21,1.0
28180,34.0443,-118.2698,3,3,1,0,1.0
28182,33.9043,-118.1138,8,4,1,20,1.0
28183,33.9043,-118.1468,6,4,1,18,0.0
28185,34.0443,-118.2698,4,4,1,0,1.0
28189,34.0443,-118.2698,11,1,1,0,1.0
28190,33.9963,-118.1288,11,1,1,14,0.0
28191,34.0443,-118.2698,8,1,1,0,0.0
28193,34.0443,-118.2698,8,1,1,0,1.0
28195,34.0443,-118.2698,4,1,1,0,0.0
28196,33.9733,-118.2718,2,1,1,7,1.0
28198,33.9173,-118.1448,5,2,1,17,0.0
28199,34.0013,-118.2648,4,2,1,4,1.0
28201,34.0443,-118.2698,0,2,1,0,1.0
28204,34.0033,-118.2778,9,3,1,4,1.0
28206,34.0193,-118.0838,4,3,1,18,1.0
28207,33.9863,-118.2808,2,3,1,5,0.0
28213,33.9523,-118.2238,1,4,1,10,1.0
28214,34.0443,-118.2698,0,4,1,0,0.0
28216,34.0443,-118.2698,3,5,1,0,0.0
28217,34.0443,-118.2698,2,5,1,0,0.0
28219,34.0443,-118.2698,1,5,1,0,1.0
28220,34.0443,-118.2698,0,5,1,0,0.0
28223,33.9063,-118.2978,11,1,1,14,1.0
28224,34.0363,-118.1158,10,1,1,15,0.0
28225,33.9443,-118.3488,7,1,1,12,1.0
28226,33.8523,-118.2728,6,1,1,19,0.0
28227,33.8323,-118.1958,2,1,1,22,0.0
28228,34.0443,-118.2698,0,2,1,0,1.0
28229,34.0443,-118.2698,6,3,1,0,1.0
28230,34.0143,-118.2088,1,3,1,6,1.0
28232,34.0443,-118.2698,11,1,1,0,1.0
28235,34.0573,-118.0838,4,1,1,18,0.0
28236,34.0083,-118.2128,3,1,1,6,1.0
28237,34.0443,-118.2698,1,1,1,0,0.0
28239,34.0443,-118.2698,5,2,1,0,1.0
28240,33.9733,-118.2498,0,2,1,7,0.0
28241,34.0423,-118.4378,11,3,1,16,0.0
28242,33.8943,-118.2898,9,3,1,15,0.0
28243,33.9273,-118.1828,9,3,1,14,1.0
28244,33.8913,-118.1808,1,3,1,17,1.0
28245,33.9223,-118.1728,0,3,1,15,0.0
28246,34.0263,-118.2028,0,3,1,6,1.0
28248,33.8603,-118.3978,4,4,1,22,1.0
28249,33.8833,-118.3618,1,4,1,18,0.0
28250,34.0443,-118.2698,0,4,1,0,0.0
28251,34.0263,-118.4108,11,1,1,14,0.0
28252,33.8703,-118.1948,5,2,1,18,0.0
28253,34.0443,-118.2698,1,2,1,0,1.0
28255,33.8483,-118.1848,9,3,1,21,0.0
28256,33.8943,-118.2718,7,3,1,15,1.0
28257,33.8963,-118.1698,6,3,1,17,0.0
28258,33.8733,-118.3648,5,3,1,19,1.0
28261,34.0443,-118.2698,2,3,1,0,0.0
28262,33.9753,-118.1858,0,3,1,10,1.0
28264,34.0443,-118.2698,11,4,1,0,1.0
28266,34.0133,-118.2988,8,4,1,4,1.0
28267,33.9733,-118.2808,7,4,1,7,1.0
28268,33.9913,-118.3768,7,4,1,11,0.0
28269,34.0133,-118.4028,5,4,1,13,0.0
28270,33.9393,-118.1548,2,4,1,15,1.0
28271,33.9573,-118.2858,0,4,1,8,1.0
28272,33.9863,-118.2688,9,1,1,5,1.0
28273,33.8503,-118.2668,7,1,1,19,1.0
28275,34.0443,-118.2698,2,1,1,0,1.0
28277,33.8323,-118.2798,1,1,1,21,1.0
28278,34.0443,-118.2698,7,2,1,0,0.0
28279,33.8433,-118.2928,6,2,1,20,1.0
28280,34.0443,-118.2698,4,2,1,0,0.0
28283,34.0133,-118.2408,11,3,1,4,1.0
28284,33.8483,-118.2228,10,3,1,20,1.0
28286,33.9213,-118.3648,4,3,1,15,0.0
28290,33.9093,-118.1168,9,1,1,20,1.0
28291,33.8553,-118.2008,9,1,1,20,1.0
28292,33.9193,-118.3778,7,1,1,16,0.0
28293,34.0453,-118.2758,4,1,1,0,1.0
28296,34.0393,-118.2698,8,2,1,0,1.0
28297,33.9753,-118.1028,7,2,1,18,1.0
28298,33.9263,-118.3768,3,2,1,15,0.0
28301,34.0473,-118.2538,4,3,1,1,0.0
28302,34.0363,-118.2748,2,3,1,0,1.0
28303,33.8943,-118.3648,2,3,1,17,0.0
28304,34.0453,-118.3518,0,3,1,8,1.0
28312,33.9013,-118.4278,9,1,1,21,1.0
28313,34.0533,-118.2698,8,1,1,0,1.0
28314,34.0443,-118.4158,5,1,1,14,1.0
28315,33.9603,-118.4048,5,1,1,15,1.0
28317,34.0493,-118.2778,0,1,1,0,0.0
28318,33.9453,-118.1318,7,2,1,16,0.0
28319,33.8833,-118.2958,4,2,1,16,0.0
28320,33.9273,-118.3588,4,2,1,14,0.0
28321,33.9063,-118.1338,1,2,1,19,1.0
28322,33.9013,-118.1798,0,2,1,16,1.0
28323,33.9953,-118.2848,11,3,1,5,0.0
28324,34.0263,-118.2898,10,3,1,2,1.0
28325,34.0323,-118.2698,10,3,1,1,1.0
28327,33.9703,-118.4418,5,3,1,18,0.0
28328,34.0323,-118.2698,3,3,1,1,1.0
28329,34.0223,-118.3768,2,3,1,10,0.0
28330,33.9423,-118.4358,1,3,1,19,0.0
28331,34.0243,-118.2668,1,3,1,2,1.0
28332,33.9043,-118.4308,9,4,1,21,1.0
28333,33.9803,-118.4718,8,4,1,21,1.0
28334,33.9033,-118.3638,7,4,1,16,0.0
28336,33.9603,-118.3188,6,4,1,9,0.0
28337,34.0343,-118.2758,3,4,1,1,1.0
28338,34.0273,-118.3568,0,4,1,8,0.0
28339,34.0423,-118.2668,0,4,1,0,0.0
28340,33.9533,-118.4028,0,4,1,16,0.0
28341,33.8453,-118.2808,11,1,1,19,0.0
28342,33.9123,-118.2028,9,1,1,14,1.0
28343,34.0443,-118.2698,7,1,1,0,1.0
28345,33.9123,-118.3388,0,1,1,14,0.0
28347,34.0443,-118.2698,5,2,1,0,1.0
28348,33.9683,-118.1238,3,2,1,16,1.0
28350,34.0443,-118.2698,2,2,1,0,1.0
28351,34.0443,-118.2698,0,2,1,0,1.0
28352,33.8893,-118.3208,9,3,1,16,0.0
28353,33.9163,-118.2538,8,3,1,12,1.0
28355,33.9223,-118.3468,6,3,1,14,0.0
28356,33.9113,-118.2108,5,3,1,14,1.0
28357,34.0443,-118.2698,3,3,1,0,0.0
28359,33.9443,-118.2358,1,3,1,10,1.0
28362,34.0443,-118.2698,8,4,1,0,1.0
28363,33.9273,-118.2908,7,4,1,11,1.0
28364,33.8753,-118.3288,6,4,1,17,0.0
28365,33.9293,-118.3338,5,4,1,13,0.0
28366,34.0373,-118.1088,4,4,1,16,0.0
28367,33.9673,-118.2638,3,4,1,7,1.0
28368,33.8983,-118.3598,2,4,1,17,0.0
28369,33.9043,-118.2318,2,4,1,14,1.0
28370,34.0443,-118.2698,1,4,1,0,1.0
28371,34.0393,-118.1088,10,1,1,16,0.0
28372,33.9933,-118.1138,6,1,1,16,0.0
28374,33.9063,-118.3958,5,1,1,18,1.0
28375,33.8583,-118.3748,3,1,1,21,0.0
28376,33.9043,-118.3818,3,1,1,17,0.0
28378,33.9813,-118.1898,1,1,1,10,1.0
28381,33.8663,-118.1338,11,3,1,22,1.0
28382,33.9933,-118.0858,10,3,1,19,0.0
28383,33.9583,-118.1698,9,3,1,13,1.0
28384,34.0293,-118.1468,6,3,1,12,1.0
28385,33.8503,-118.2668,6,3,1,19,0.0
28386,33.9623,-118.3948,6,3,1,14,0.0
28387,33.9863,-118.2038,4,3,1,8,0.0
28388,34.0423,-118.2758,3,3,1,0,1.0
28389,34.0323,-118.0758,2,3,1,19,1.0
28391,34.0293,-118.3918,11,4,1,12,1.0
28394,34.0363,-118.3038,4,4,1,3,0.0
28395,33.9263,-118.3408,3,4,1,13,0.0
28397,33.9273,-118.1568,11,1,1,16,0.0
28398,34.0393,-118.2798,10,1,1,1,0.0
28399,33.9863,-118.1928,9,1,1,9,1.0
28400,34.0193,-118.1648,5,1,1,10,0.0
28401,34.0013,-118.0808,9,2,1,19,1.0
28402,33.9603,-118.3538,7,2,1,11,1.0
28403,33.8383,-118.2638,7,2,1,20,1.0
